locale,audio_id,provider,model,num_segments,processing_time_s,WER,CER,MER,WIL,WIP,S,S_%,D,D_%,I,I_%,SemanticSim,LevenshteinSim,Language,Cohort,Sub_Cohort,Duration_mins,Duration_Cat,Gender_Type,Region,Age_Group,Overlap,Gap,Conv_Density,S1_State,S2_State,Total_Gap_s,Total_Overlap_s
es-PE,Latam_SPA_PE_023,assemblyai,universal,27,28.743,14.79%,0.1068,0.1473,0.1754,0.8246,68,2.9,272,11.5,10,0.4,0.9637,0.8932,Spanish,Spanish,Peruvian Spanish,15.08,Medium,Unknown,Lima,Unknown,No Overlap,Medium,Medium,Lima,Cusco,110,0
es-PE,Latam_SPA_PE_057,openai_gpt4o_mini,gpt-4o-mini-transcribe,144,61.889,14.74%,0.103,0.1464,0.166,0.834,37,1.9,232,12.1,13,0.7,0.967,0.897,Spanish,Spanish,Peruvian Spanish,20.17,Long,Unknown,Lima,Unknown,No Overlap,High,Medium,Lima,LIMA,240,0
pt-BR,Latam_POR_BR_248,speechmatics,speechmatics-batch,57,35.228,14.70%,0.0837,0.1463,0.1915,0.8085,129,4.8,258,9.5,12,0.4,0.9314,0.9163,Portuguese,Portuguese,Brazilian Portuguese,15.48,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,São Paulo,45,0
pt-BR,Latam_POR_BR_279,assemblyai,universal,36,35.359,14.61%,0.0981,0.1456,0.17,0.83,64,2.5,303,11.7,10,0.4,0.9452,0.9019,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
es-PE,Latam_SPA_PE_057,openai_gpt4o,gpt-4o-transcribe,124,61.192,14.58%,0.1012,0.1452,0.1655,0.8345,39,2,231,12.1,9,0.5,0.967,0.8988,Spanish,Spanish,Peruvian Spanish,20.17,Long,Unknown,Lima,Unknown,No Overlap,High,Medium,Lima,LIMA,240,0
es-VE,Latam_SPA_VE_032,speechmatics,speechmatics-batch,77,17.689,14.57%,0.0882,0.1449,0.2011,0.7989,110,6,146,8,11,0.6,0.941,0.9118,Spanish,Spanish,Venezuelan Spanish,10.28,Medium,Unknown,Turmero,Unknown,No Overlap,Medium,High,Turmero,Caracas,84,0
pt-BR,Latam_POR_BR_145,deepgram,nova-3,200,10.77,14.56%,0.0885,0.144,0.2124,0.7876,86,7.5,69,6,13,1.1,0.9766,0.9115,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Mogi das Cruzes,Unknown,No Overlap,Medium,Medium,Mogi das Cruzes,Rio Claro,148,0
es-VE,Latam_SPA_VE_016,openai_gpt4o,gpt-4o-transcribe,284,121.177,14.52%,0.095,0.1445,0.1844,0.8156,210,4.2,501,9.9,22,0.4,0.9203,0.905,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
pt-BR,Latam_POR_BR_028,deepgram,nova-3,185,12.882,14.46%,0.0844,0.143,0.2065,0.7935,179,6.9,170,6.5,28,1.1,0.9631,0.9156,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,High,Rio de Janeiro,São João da Boa Vista,93,0
pt-BR,Latam_POR_BR_279,openai_gpt4o,gpt-4o-transcribe,129,56.486,14.46%,0.1006,0.1438,0.1734,0.8266,78,3,282,10.9,13,0.5,0.9427,0.8994,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
pt-BR,Latam_POR_BR_279,openai_gpt4o_mini,gpt-4o-mini-transcribe,129,53.435,14.46%,0.1006,0.1438,0.1734,0.8266,78,3,282,10.9,13,0.5,0.9427,0.8994,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
es-VE,Latam_SPA_VE_038,gemini_pro,gemini-2.5-pro,71,85.713,14.42%,0.0976,0.1417,0.2046,0.7954,172,6.8,149,5.9,44,1.7,0.9578,0.9024,Spanish,Spanish,Venezuelan Spanish,12.95,Medium,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Turmero,91,0
vi-VN,ThanhHoa_24_1500.wav,deepgram,nova-3,116,11.958,14.41%,0.0752,0.1424,0.2486,0.7514,334,12.2,28,1,31,1.1,0.9769,0.9259,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,DatVu_02_1503.wav,deepgram,nova-3,121,10.977,14.35%,0.0638,0.1429,0.2567,0.7433,338,13.2,19,0.7,11,0.4,0.8961,0.9362,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
pt-BR,Latam_POR_BR_028,soniox,stt-async-v4,161,35.915,14.34%,0.0797,0.1415,0.1955,0.8045,150,5.8,188,7.2,36,1.4,0.9556,0.9203,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,High,Rio de Janeiro,São João da Boa Vista,93,0
vi-VN,PhongThanh_16_3000,deepgram,nova-3,120,21.635,14.31%,0.0696,0.1424,0.2543,0.7457,838,12.9,61,0.9,29,0.4,0.9539,0.9304,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-VE,Latam_SPA_VE_016,openai_gpt4o_mini,gpt-4o-mini-transcribe,278,111.681,14.26%,0.0945,0.142,0.1801,0.8199,200,4,497,9.8,23,0.5,0.9203,0.9055,Spanish,Spanish,Venezuelan Spanish,30.3,Long,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Caracas,149,0
pt-BR,Latam_POR_BR_046,soniox,stt-async-v4,77,111.25,14.26%,0.0787,0.1416,0.1818,0.8182,186,4.2,418,9.4,30,0.7,0.9741,0.9213,Portuguese,Portuguese,Brazilian Portuguese,31,Long,Unknown,São Paulo,Unknown,No Overlap,High,Medium,São Paulo,Lauro de freitas,223,0
vi-VN,ThanhHoa_24_1500.wav,elevenlabs,scribe_v2,38,41.138,14.22%,0.0705,0.1408,0.2518,0.7482,351,12.9,10,0.4,27,1,0.9676,0.9307,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-PE,Latam_SPA_PE_056,gemini_pro,gemini-2.5-pro,84,181.269,14.18%,0.1048,0.1326,0.17,0.83,169,4,138,3.2,296,7,0.9948,0.8989,Spanish,Spanish,Peruvian Spanish,30.07,Long,Unknown,Lima,Unknown,No Overlap,High,Low,Lima,Lima,151,0
es-VE,Latam_SPA_VE_004,gladia,gladia-v2,264,29.385,14.15%,0.0969,0.1415,0.1687,0.8313,43,2.8,173,11.3,0,0,0.9891,0.9031,Spanish,Spanish,Venezuelan Spanish,9.85,Short,Unknown,Isla de margaria,Unknown,No Overlap,Medium,Medium,Isla de margaria,Caracas,76,0
pt-BR,Latam_POR_BR_275,gemini_flash,gemini-2.5-flash,240,250.406,14.15%,0.0825,0.137,0.1987,0.8013,146,6.7,90,4.1,71,3.3,0.9685,0.9175,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,High,Medium,Rio de Janeiro,Lauro de freitas,186,0
vi-VN,DatVu_02_1503.wav,openai_gpt4o_mini,gpt-4o-mini-transcribe,205,70.553,14.15%,0.0698,0.1403,0.2441,0.7559,305,11.9,36,1.4,22,0.9,0.8997,0.9302,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
vi-VN,ThanhHoa_24_1500.wav,assemblyai,universal,34,46.202,14.08%,0.0785,0.1402,0.2303,0.7697,275,10.1,99,3.6,10,0.4,0.9734,0.9215,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_018,gladia,gladia-v2,448,23.843,14.07%,0.0827,0.139,0.1817,0.8183,97,4.4,184,8.4,26,1.2,0.89,0.9173,Portuguese,Portuguese,Brazilian Portuguese,15.37,Medium,Unknown,São Paulo,Unknown,No Overlap,Low,Low,São Paulo,São Paulo,45,0
vi-VN,PhongThanh_16_3000,elevenlabs,scribe_v2,59,85.702,14.06%,0.0643,0.1399,0.2552,0.7448,867,13.4,15,0.2,30,0.5,0.9756,0.9361,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,PhongThanh_16_3000,soniox,stt-async-v4,33,107.996,14.04%,0.0636,0.1399,0.2555,0.7445,870,13.4,15,0.2,26,0.4,0.9594,0.9368,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,ThaoLe_03_2955.wav,soniox,stt-async-v4,55,133.389,14.03%,0.0868,0.1348,0.2173,0.7827,692,9.5,30,0.4,302,4.1,0.876,0.9166,Vietnamese,Vietnamese,Vietnamese,29.92,Long,Female,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,20.37,0
vi-VN,HnamLien_08_3007.wav,microsoft,ConversationTranscriber,134,888.273,14.01%,0.0761,0.1355,0.2266,0.7734,548,10.5,5,0.1,177,3.4,0.8909,0.9257,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
vi-VN,HnamLien_08_3007.wav,speechmatics,speechmatics-batch,47,173.044,14.01%,0.0763,0.135,0.2218,0.7782,521,10,12,0.2,197,3.8,0.9472,0.9263,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
vi-VN,PhongThanh_16_3000,gemini_flash,gemini-2.5-flash,462,355.431,14.00%,0.0647,0.1395,0.2544,0.7456,863,13.3,22,0.3,23,0.4,0.9643,0.9357,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_037,deepgram,nova-3,178,14.713,13.99%,0.0753,0.1383,0.2076,0.7924,247,7.6,171,5.2,39,1.2,0.8319,0.9247,Portuguese,Portuguese,Brazilian Portuguese,17.67,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio Claro,79,0
vi-VN,ThanhHoa_02_2500.wav,elevenlabs,scribe_v2,104,68.794,13.97%,0.0964,0.1334,0.2098,0.7902,321,8.8,17,0.5,174,4.7,0.981,0.9078,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
es-PE,Latam_SPA_PE_065,assemblyai,universal,15,29.505,13.96%,0.093,0.1395,0.1572,0.8428,48,1.8,321,12,3,0.1,0.9401,0.907,Spanish,Spanish,Peruvian Spanish,15.27,Medium,Unknown,Trujillo,Unknown,No Overlap,Medium,Medium,Trujillo,Lima,61,0
vi-VN,DatVu_02_1503.wav,aws_transcribe,aws-transcribe,69,76.491,13.96%,0.06,0.1388,0.2499,0.7501,329,12.8,15,0.6,14,0.5,0.9071,0.94,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
pt-BR,Latam_POR_BR_275,gemini_pro,gemini-2.5-pro,155,152.263,13.92%,0.0767,0.1358,0.2026,0.7974,159,7.3,89,4.1,54,2.5,0.9874,0.9233,Portuguese,Portuguese,Brazilian Portuguese,15.22,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,High,Medium,Rio de Janeiro,Lauro de freitas,186,0
es-PE,Latam_SPA_PE_023,microsoft,ConversationTranscriber,80,440.73,13.91%,0.0944,0.1383,0.1948,0.8052,143,6,173,7.3,13,0.5,0.9604,0.9056,Spanish,Spanish,Peruvian Spanish,15.08,Medium,Unknown,Lima,Unknown,No Overlap,Medium,Medium,Lima,Cusco,110,0
vi-VN,DatVu_02_1503.wav,soniox,stt-async-v4,41,47.789,13.80%,0.0605,0.1373,0.2491,0.7509,331,12.9,10,0.4,13,0.5,0.9043,0.9395,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
pt-BR,Latam_POR_BR_248,aws_transcribe,aws-transcribe,66,76.933,13.74%,0.0877,0.136,0.1871,0.8129,147,5.4,198,7.3,28,1,0.8266,0.9123,Portuguese,Portuguese,Brazilian Portuguese,15.48,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,São Paulo,45,0
vi-VN,ThanhHoa_24_1500.wav,gemini_pro,gemini-2.5-pro,75,87.097,13.67%,0.0657,0.1348,0.2366,0.7634,319,11.7,15,0.5,39,1.4,0.9765,0.9355,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,PhongThanh_16_3000,aws_transcribe,aws-transcribe,117,137.398,13.66%,0.0625,0.136,0.2483,0.7517,841,13,18,0.3,27,0.4,0.9627,0.9377,Vietnamese,Vietnamese,Vietnamese,30,Long,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-VE,Latam_SPA_VE_028,gladia,gladia-v2,340,25.538,13.65%,0.0862,0.1349,0.1945,0.8055,97,6.4,93,6.1,17,1.1,0.993,0.9138,Spanish,Spanish,Venezuelan Spanish,10.2,Medium,Unknown,GUAYANA,Unknown,No Overlap,Low,Medium,GUAYANA,Puerto ordaz,53,0
vi-VN,QuangDung_19_3001,deepgram,nova-3,173,21.522,13.63%,0.0938,0.1299,0.2002,0.7998,465,8,43,0.7,286,4.9,0.9498,0.9101,Vietnamese,Vietnamese,Vietnamese,30.02,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,5.62,0
pt-BR,Latam_POR_BR_299,openai_gpt4o,gpt-4o-transcribe,169,50.766,13.62%,0.0743,0.1352,0.1844,0.8156,103,5.2,152,7.7,15,0.8,0.9561,0.9257,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
vi-VN,HnamLien_08_3007.wav,deepgram,nova-3,178,21.937,13.61%,0.0818,0.1313,0.2102,0.7898,467,9,50,1,192,3.7,0.9315,0.9201,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
pt-BR,Latam_POR_BR_279,speechmatics,speechmatics-batch,39,43.336,13.57%,0.0808,0.135,0.1737,0.8263,104,4,233,9,13,0.5,0.9477,0.9192,Portuguese,Portuguese,Brazilian Portuguese,15.15,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,Florianópolis,55,0
pt-BR,Latam_POR_BR_299,openai_gpt4o_mini,gpt-4o-mini-transcribe,170,56.982,13.57%,0.0737,0.1347,0.1843,0.8157,104,5.2,150,7.6,15,0.8,0.9561,0.9263,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
es-AR,Latam_SPA_AR_001,assemblyai,universal,50,25.68,13.46%,0.0803,0.1343,0.1745,0.8255,86,4.2,184,9,5,0.2,0.9892,0.9197,Spanish,Spanish,Argentinian Spanish,15.12,Medium,Unknown,Tucuman,Unknown,No Overlap,Medium,Medium,Tucuman,tucuman,129,0
pt-BR,Latam_POR_BR_248,soniox,stt-async-v4,59,81.509,13.44%,0.082,0.1336,0.1699,0.8301,102,3.8,245,9,18,0.7,0.98,0.918,Portuguese,Portuguese,Brazilian Portuguese,15.48,Medium,Unknown,Rio Claro,Unknown,No Overlap,Low,Medium,Rio Claro,São Paulo,45,0
es-VE,Latam_SPA_VE_038,soniox,stt-async-v4,105,46.615,13.43%,0.0834,0.1288,0.1933,0.8067,182,7.2,49,1.9,109,4.3,0.9608,0.9175,Spanish,Spanish,Venezuelan Spanish,12.95,Medium,Unknown,Caracas,Unknown,No Overlap,Medium,Medium,Caracas,Turmero,91,0
vi-VN,ThaoLe_04_4903.wav,assemblyai,universal,99,114.769,13.42%,0.088,0.1307,0.2037,0.7963,946,8.1,303,2.6,315,2.7,0.9605,0.912,Vietnamese,Vietnamese,Vietnamese,49.05,Long,Female,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,45.77,0
pt-BR,Latam_POR_BR_311,openai_gpt4o_mini,gpt-4o-mini-transcribe,138,37.183,13.41%,0.0691,0.131,0.1739,0.8261,54,4.5,79,6.5,29,2.4,0.9766,0.9309,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Jacareí,Unknown,No Overlap,Low,Low,Jacareí,Jacareí,30,0
vi-VN,DatVu_02_1503.wav,assemblyai,universal,41,45.744,13.41%,0.0593,0.1336,0.2394,0.7606,310,12.1,25,1,9,0.4,0.8915,0.9407,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
pt-BR,Latam_POR_BR_273,deepgram,nova-3,288,19.201,13.34%,0.0753,0.1324,0.1954,0.8046,237,6.8,203,5.8,25,0.7,0.987,0.9247,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
vi-VN,DungQuang_30_1500,deepgram,nova-3,102,13.638,13.32%,0.0946,0.1276,0.1892,0.8108,189,6.8,57,2.1,122,4.4,0.8206,0.9077,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,6.3,0
vi-VN,DatVu_02_1503.wav,gemini_pro,gemini-2.5-pro,41,98.112,13.29%,0.0594,0.1323,0.2401,0.7599,317,12.4,12,0.5,12,0.5,0.8866,0.9407,Vietnamese,Vietnamese,Vietnamese,15.05,Medium,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,42.29,0
pt-BR,Latam_POR_BR_193,gemini_pro,gemini-2.5-pro,114,153.128,13.27%,0.0775,0.128,0.1777,0.8223,160,5.3,131,4.3,109,3.6,0.9879,0.9225,Portuguese,Portuguese,Brazilian Portuguese,15.07,Medium,Unknown,Florianópolis,Unknown,No Overlap,Medium,Medium,Florianópolis,Rio de Janeiro,60,0
pt-BR,Latam_POR_BR_273,soniox,stt-async-v4,34,71.556,13.25%,0.0732,0.1317,0.1726,0.8274,149,4.3,290,8.3,23,0.7,0.9879,0.9268,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
es-PE,Latam_SPA_PE_057,assemblyai,universal,58,30.72,13.23%,0.0834,0.132,0.1566,0.8434,48,2.5,202,10.6,3,0.2,0.992,0.9166,Spanish,Spanish,Peruvian Spanish,20.17,Long,Unknown,Lima,Unknown,No Overlap,High,Medium,Lima,LIMA,240,0
vi-VN,ThanhHoa_24_1500.wav,microsoft,ConversationTranscriber,59,442.546,13.23%,0.0596,0.1315,0.2369,0.7631,329,12.1,15,0.5,17,0.6,0.9599,0.9406,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
pt-BR,Latam_POR_BR_145,gemini_pro,gemini-2.5-pro,102,80.391,13.17%,0.0722,0.1286,0.1914,0.8086,79,6.8,45,3.9,28,2.4,0.9801,0.9278,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,Mogi das Cruzes,Unknown,No Overlap,Medium,Medium,Mogi das Cruzes,Rio Claro,148,0
pt-BR,Latam_POR_BR_299,assemblyai,universal,50,31.512,13.17%,0.0726,0.131,0.1721,0.8279,85,4.3,166,8.4,10,0.5,0.9676,0.9274,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
es-VE,Latam_SPA_VE_004,openai_gpt4o_mini,gpt-4o-mini-transcribe,82,32.478,13.16%,0.0968,0.1313,0.1476,0.8524,25,1.6,172,11.3,4,0.3,0.9398,0.9032,Spanish,Spanish,Venezuelan Spanish,9.85,Short,Unknown,Isla de margaria,Unknown,No Overlap,Medium,Medium,Isla de margaria,Caracas,76,0
vi-VN,VinhThoan_01_1004.wav,openai_gpt4o_mini,gpt-4o-mini-transcribe,134,44.867,13.14%,0.0729,0.1289,0.2173,0.7827,198,10,23,1.2,39,2,0.9474,0.9278,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
vi-VN,VinhThoan_01_1004.wav,openai_gpt4o,gpt-4o-transcribe,96,50.281,13.04%,0.0728,0.128,0.2148,0.7852,194,9.8,26,1.3,38,1.9,0.9474,0.9277,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-VE,Latam_SPA_VE_004,openai_gpt4o,gpt-4o-transcribe,73,37.529,13.03%,0.0953,0.1302,0.1463,0.8537,25,1.6,172,11.3,2,0.1,0.9398,0.9047,Spanish,Spanish,Venezuelan Spanish,9.85,Short,Unknown,Isla de margaria,Unknown,No Overlap,Medium,Medium,Isla de margaria,Caracas,76,0
vi-VN,VinhThoan_01_1004.wav,speechmatics,speechmatics-batch,34,27.967,12.99%,0.0653,0.1293,0.2251,0.7749,214,10.8,33,1.7,10,0.5,0.9346,0.9347,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-VE,Latam_SPA_VE_032,gemini_pro,gemini-2.5-pro,140,98.861,12.94%,0.0803,0.1267,0.1766,0.8234,97,5.3,101,5.5,39,2.1,0.9428,0.9197,Spanish,Spanish,Venezuelan Spanish,10.28,Medium,Unknown,Turmero,Unknown,No Overlap,Medium,High,Turmero,Caracas,84,0
pt-BR,Latam_POR_BR_273,speechmatics,speechmatics-batch,26,47.284,12.94%,0.0687,0.1288,0.1741,0.8259,166,4.8,269,7.7,16,0.5,0.9746,0.9313,Portuguese,Portuguese,Brazilian Portuguese,21.67,Long,Unknown,São Paulo,Unknown,No Overlap,Medium,Medium,São Paulo,Rio de Janeiro,66,0
vi-VN,VinhThoan_01_1004.wav,microsoft,ConversationTranscriber,63,294.827,12.94%,0.064,0.1288,0.2291,0.7709,225,11.4,22,1.1,9,0.5,0.9365,0.936,Vietnamese,Vietnamese,Vietnamese,10.07,Medium,Mixed,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-PE,Latam_SPA_PE_065,openai_gpt4o_mini,gpt-4o-mini-transcribe,144,53.384,12.91%,0.0892,0.1288,0.1456,0.8544,45,1.7,293,11,6,0.2,0.9386,0.9108,Spanish,Spanish,Peruvian Spanish,15.27,Medium,Unknown,Trujillo,Unknown,No Overlap,Medium,Medium,Trujillo,Lima,61,0
pt-BR,Latam_POR_BR_046,deepgram,nova-3,434,18.562,12.91%,0.0709,0.128,0.1853,0.8147,273,6.1,263,5.9,38,0.9,0.9764,0.9291,Portuguese,Portuguese,Brazilian Portuguese,31,Long,Unknown,São Paulo,Unknown,No Overlap,High,Medium,São Paulo,Lauro de freitas,223,0
vi-VN,ThanhHoa_24_1500.wav,gemini_flash,gemini-2.5-flash,190,85.105,12.87%,0.0562,0.1282,0.2327,0.7673,325,11.9,16,0.6,10,0.4,0.9792,0.9441,Vietnamese,Vietnamese,Vietnamese,15,Medium,Male,Hanoi,Youth,No Overlap,No Gap,Low,Hanoi,Hanoi,0,0
es-PE,Latam_SPA_PE_057,microsoft,ConversationTranscriber,167,590.653,12.86%,0.0726,0.1283,0.174,0.826,92,4.8,150,7.8,4,0.2,0.9912,0.9274,Spanish,Spanish,Peruvian Spanish,20.17,Long,Unknown,Lima,Unknown,No Overlap,High,Medium,Lima,LIMA,240,0
vi-VN,QuangDung_19_3001,speechmatics,speechmatics-batch,1,113.139,12.82%,0.0837,0.1233,0.1968,0.8032,485,8.3,28,0.5,234,4,0.9603,0.9197,Vietnamese,Vietnamese,Vietnamese,30.02,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,5.62,0
vi-VN,ThanhHoa_02_2500.wav,aws_transcribe,aws-transcribe,166,182.423,12.82%,0.0833,0.1238,0.196,0.804,297,8.1,42,1.1,131,3.6,0.9668,0.9186,Vietnamese,Vietnamese,Vietnamese,25,Long,Male,Hanoi,Youth,No Overlap,Medium,Low,Hanoi,Hanoi,74.17,0
pt-BR,Latam_POR_BR_102,deepgram,nova-3,152,11.908,12.78%,0.0677,0.1265,0.1921,0.8079,108,7.1,71,4.7,15,1,0.9784,0.9323,Portuguese,Portuguese,Brazilian Portuguese,10.17,Medium,Unknown,são paulo,Unknown,No Overlap,Medium,Medium,são paulo,Guarulhos,66,0
es-PE,Latam_SPA_PE_065,soniox,stt-async-v4,19,53.18,12.76%,0.0885,0.1273,0.1459,0.8541,50,1.9,283,10.6,7,0.3,0.939,0.9115,Spanish,Spanish,Peruvian Spanish,15.27,Medium,Unknown,Trujillo,Unknown,No Overlap,Medium,Medium,Trujillo,Lima,61,0
pt-BR,Latam_POR_BR_299,microsoft,ConversationTranscriber,138,442.767,12.76%,0.0544,0.1262,0.2017,0.7983,165,8.3,65,3.3,23,1.2,0.9847,0.9456,Portuguese,Portuguese,Brazilian Portuguese,14.75,Medium,Unknown,Rio de Janeiro,Unknown,No Overlap,Medium,Medium,Rio de Janeiro,Marília,105,0
vi-VN,HnamLien_08_3007.wav,soniox,stt-async-v4,56,78.532,12.75%,0.0687,0.1236,0.2072,0.7928,497,9.5,2,0,165,3.2,0.9246,0.9332,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
vi-VN,HnamLien_08_3007.wav,elevenlabs,scribe_v2,80,76.602,12.67%,0.0684,0.1226,0.204,0.796,483,9.3,2,0,175,3.4,0.9087,0.9337,Vietnamese,Vietnamese,Vietnamese,30.12,Long,Male,Hanoi,Youth,No Overlap,Low,Low,Hanoi,Hanoi,51.69,0
pt-BR,Latam_POR_BR_046,gemini_flash,gemini-2.5-flash,387,158.592,12.64%,0.0693,0.1235,0.1906,0.8094,328,7.4,130,2.9,104,2.3,0.9923,0.9307,Portuguese,Portuguese,Brazilian Portuguese,31,Long,Unknown,São Paulo,Unknown,No Overlap,High,Medium,São Paulo,Lauro de freitas,223,0
es-PE,Latam_SPA_PE_065,openai_gpt4o,gpt-4o-transcribe,145,59.137,12.61%,0.0868,0.1258,0.143,0.857,46,1.7,284,10.7,6,0.2,0.9386,0.9132,Spanish,Spanish,Peruvian Spanish,15.27,Medium,Unknown,Trujillo,Unknown,No Overlap,Medium,Medium,Trujillo,Lima,61,0
